concept,type,abstract
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesRemainderOfFiscalYearFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesRollingAfterTenYearsFairValue,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRemainderOfFiscalYear,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInNextRollingTwelveMonths,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearTwo,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearThree,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearFour,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearFive,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryDueAfterRollingYearFive,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCostBasisRollingMaturityAbstract,stringItemType,true
AvailableForSaleSecuritiesDebtMaturitiesFairValueRollingMaturityAbstract,stringItemType,true
HeldToMaturitySecuritiesDebtMaturitiesFairValueRollingMaturityAbstract,stringItemType,true
FederalHomeLoanBankAdvancesRollingMaturityAbstract,stringItemType,true
AmortizationPeriodOfDeferredGainLossOnDiscontinuationOfInterestRateFairValueHedge1,durationItemType,false
MaximumLengthOfTimeHedgedInInterestRateCashFlowHedge1,durationItemType,false
DebtInstrumentConvertibleRemainingDiscountAmortizationPeriod1,durationItemType,false
DebtInstrumentConvertibleEarliestDate1,dateItemType,false
DebtInstrumentConvertibleLatestDate1,dateItemType,false
DebtInstrumentDateOfFirstRequiredPayment1,dateItemType,false
DebtInstrumentIssuanceDate1,dateItemType,false
DebtInstrumentMaturityDateRangeEnd1,dateItemType,false
DebtInstrumentMaturityDateRangeStart1,dateItemType,false
DebtInstrumentOfferingDate1,dateItemType,false
LineOfCreditFacilityDateOfFirstRequiredPayment1,dateItemType,false
LineOfCreditFacilityExpirationDate1,dateItemType,false
LineOfCreditFacilityInitiationDate1,dateItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodTableTextBlock,textBlockItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodTable,stringItemType,true
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodLineItems,stringItemType,true
DebtInstrumentConvertibleStockPriceTrigger,perShareItemType,false
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,monetaryItemType,false
InterestCostsCapitalizedAdjustment,monetaryItemType,false
AccumulatedCapitalizedInterestCosts,monetaryItemType,false
RatioOfIndebtednessToNetCapital1,pureItemType,false
LoansNotesTradeAndOtherReceivablesExcludingAllowanceForCreditLossesTextBlock,textBlockItemType,false
ShortTermDebtInterestRateIncrease,percentItemType,false
ProceedsFromRecoveriesOfLoanPreviouslyChargedOff,monetaryItemType,false
IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments1,monetaryItemType,false
NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims1,monetaryItemType,false
DebtorReorganizationItemsGainLossOnAssetSalesNet1,monetaryItemType,false
DebtorReorganizationItemsNetGainLossOnRejectionOfLeasesAndOtherExecutoryContracts1,monetaryItemType,false
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,monetaryItemType,false
IncreaseDecreaseInFairValueOfHedgedItemInInterestRateFairValueHedge1,monetaryItemType,false
DebtInstrumentRepurchaseDate,dateItemType,false
DebtInstrumentConvertibleConversionRatio1,pureItemType,false
PaymentsToAcquireFederalHomeLoanBankStock,monetaryItemType,false
ProceedsFromSaleOfFederalHomeLoanBankStock,monetaryItemType,false
LineOfCreditFacilityExpirationPeriod,durationItemType,false
DebtInstrumentCollateralAmount,monetaryItemType,false
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,monetaryItemType,false
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,monetaryItemType,false
DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,monetaryItemType,false
DebtInstrumentConvertibleAssociatedDerivativeTransactionsDescription,stringItemType,false
DebtInstrumentConvertibleConversionPrice1,perShareItemType,false
InterestRateContractMember,domainItemType,true
InterestExpenseMember,domainItemType,true
CrossCurrencyInterestRateContractMember,domainItemType,true
FixedIncomeInterestRateMember,domainItemType,true
LoanParticipationsAndAssignmentsMember,domainItemType,true
InvestmentOwnedFromCashCollateralReceivedFromInvestmentsOnLoanFlag,booleanItemType,false
BankLoanObligationsMember,domainItemType,true
AdjustableRateLoansMember,domainItemType,true
ForeignGovernmentShorttermDebtSecuritiesMember,domainItemType,true
SovereignDebtSecuritiesMember,domainItemType,true
USGovernmentAgenciesShorttermDebtSecuritiesMember,domainItemType,true
USTreasuryAndGovernmentShorttermDebtSecuritiesMember,domainItemType,true
InterestRateSwaptionMember,domainItemType,true
FederalHomeLoanBankCertificatesAndObligationsFHLBMember,domainItemType,true
FederalHomeLoanMortgageCorporationCertificatesAndObligationsFHLMCMember,domainItemType,true
UnitrancheDebtMember,domainItemType,true
SeniorLoansMember,domainItemType,true
SeniorSubordinatedLoansMember,domainItemType,true
JuniorLoansMember,domainItemType,true
InvestmentInterestRate,percentItemType,false
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecuritiesAbstract,stringItemType,true
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,monetaryItemType,false
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxHeldtomaturityDebtSecurities,monetaryItemType,false
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,monetaryItemType,false
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherLoanToCollateralValue,percentItemType,false
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresLoanToCollateralValue,percentItemType,false
OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresLoanToCollateralValue,percentItemType,false
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCreditLossesOnDebtSecuritiesHeld,monetaryItemType,false
HeldtomaturitySecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherLoanToCollateralValueRatio,percentItemType,false
FairValueLiabilitiesMeasuredOnRecurringBasisDebtInstrumentValuationTechniquesChangeInTechniqueQuantificationOfEffect,monetaryItemType,false
DebtInstrumentBasisSpreadOnVariableRate1,percentItemType,false
DebtInstrumentFairValueDisclosureAbstract,stringItemType,true
DeferredTaxLiabilityNotRecognizedBadDebtReserveForTaxPurposesOfQualifiedLenderAbstract,stringItemType,true
BadDebtReserveForTaxPurposesOfQualifiedLender,monetaryItemType,false
DeferredTaxLiabilityNotRecognizedDescriptionOfTemporaryDifferenceBadDebtReserveForTaxPurposesOfQualifiedLender,stringItemType,false
DeferredTaxLiabilityNotRecognizedEventsThatWouldCauseTemporaryDifferenceToBeTaxableBadDebtReserveForTaxPurposesOfQualifiedLender,stringItemType,false
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityBadDebtReserveForTaxPurposesOfQualifiedLender,monetaryItemType,false
DeferredTaxLiabilityNotRecognizedDeterminationOfDeferredTaxLiabilityIsNotPracticableBadDebtReserveForTaxPurposesOfQualifiedLender,stringItemType,false
AllowanceForLoanAndLeaseLossesWriteoffsNetAbstract,stringItemType,true
AllowanceForLoanAndLeaseLossesWriteoffsNet,monetaryItemType,false
DebtInstrumentConvertibleThresholdPercentageOfStockPriceTrigger,percentItemType,false
DebtInstrumentConvertibleThresholdTradingDays,integerItemType,false
PublicUtilitiesRequestedDebtCapitalStructurePercentage,percentItemType,false
PublicUtilitiesApprovedDebtCapitalStructurePercentage,percentItemType,false
CertainLoansAcquiredInTransferAccountedForAsAvailableforsaleDebtSecuritiesOtherthanTemporaryImpairmentChargesCreditLoss,monetaryItemType,false
CertainLoansAcquiredInTransferAccountedForAsHeldtomaturityDebtSecuritiesOtherthanTemporaryImpairmentChargesCreditLoss,monetaryItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToFromNonaccretableDifferenceAbstract,stringItemType,true
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToFromNonaccretableDifference,monetaryItemType,false
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesOtherthanTemporaryImpairmentChargesCreditLoss,monetaryItemType,false
OffsettingSecuritiesLoanedAbstract,stringItemType,true
SecuritiesLoanedAmountOffsetAgainstCollateralAbstract,stringItemType,true
SecuritiesLoanedAbstract,stringItemType,true
SecuritiesLoanedGross,monetaryItemType,false
SecuritiesLoanedAsset,monetaryItemType,false
SecuritiesLoanedNotSubjectToMasterNettingArrangement,monetaryItemType,false
SecuritiesLoanedAmountOffsetAgainstCollateral,monetaryItemType,false
SecuritiesLoanedSetoffRightsDescription,stringItemType,false
SecuritiesLoanedMeasurementDifferenceDescription,stringItemType,false
SecuritiesLoanedFairValueOfCollateral,monetaryItemType,false
OffsettingDerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAbstract,stringItemType,true
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGross,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAsset,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotSubjectToMasterNettingArrangement,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoaned,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAmountOffsetAgainstCollateral,monetaryItemType,false
NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,monetaryItemType,false
AccumulatedOtherComprehensiveIncomeLossBeforeFederalHomeLoanBankAssessments,monetaryItemType,false
NetIncomeLossAttributableToParentNetOfFederalHomeLoanBankAssessments,monetaryItemType,false
ComprehensiveIncomeLossNetOfFederalHomeLoanBankAssessmentsAttributableToParent,monetaryItemType,false
SecuritiesLoanedCollateralRightToReclaimSecurities,monetaryItemType,false
SecuritiesLoanedCollateralRightToReclaimCash,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimSecurities,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimCash,monetaryItemType,false
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresInterestRateType,interestRateItemType,false
FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRateType,interestRateItemType,false
DebtInstrumentRedemptionDescription,stringItemType,false
DebtInstrumentRedemptionPricePercentage,percentItemType,false
DebtInstrumentRedemptionPeriodAxis,stringItemType,true
DebtInstrumentRedemptionPeriodDomain,domainItemType,true
DebtInstrumentRedemptionPeriodOneMember,domainItemType,true
DebtInstrumentRedemptionPeriodTwoMember,domainItemType,true
DebtInstrumentRedemptionPeriodThreeMember,domainItemType,true
DebtInstrumentRedemptionPeriodFourMember,domainItemType,true
DebtInstrumentRedemptionPeriodFiveMember,domainItemType,true
TradingSecuritiesDebtAmortizedCost,monetaryItemType,false
MortgageLoansOnRealEstateRenewedAndExtendedAmount1,monetaryItemType,false
MortgageLoansOnRealEstateWritedownOrReserveAmount1,monetaryItemType,false
ConvertibleDebtTableTextBlock,textBlockItemType,false
AssetsDesignatedToClosedBlockTradingSecuritiesDebt,monetaryItemType,false
FederalHomeLoanBankConsolidatedObligationsAbstract,stringItemType,true
FederalHomeLoanBankConsolidatedObligationsBonds,monetaryItemType,false
FederalHomeLoanBankConsolidatedObligationsDiscountNotes,monetaryItemType,false
FederalHomeLoanBankConsolidatedObligations,monetaryItemType,false
AvailableForSaleDebtSecuritiesGrossUnrealizedGain,monetaryItemType,false
AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,monetaryItemType,false
LoansReceivableWithFixedRatesOfInterest1,monetaryItemType,false
LoansReceivableWithVariableRatesOfInterest1,monetaryItemType,false
DebtInstrumentInterestRateIncreaseDecrease,percentItemType,false
InterestIncomeAndInterestExpenseDisclosureTableTextBlock,textBlockItemType,false
DebtInstrumentRedemptionTableTextBlock,textBlockItemType,false
DebtInstrumentRedemptionTable,stringItemType,true
DebtInstrumentRedemptionLineItems,stringItemType,true
InterestIncomeSecuritiesCorporateDebtOperating,monetaryItemType,false
DebtInstrumentRedemptionPeriodStartDate,dateItemType,false
DebtInstrumentRedemptionPeriodEndDate,dateItemType,false
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasisAbstract,stringItemType,true
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateFairValueRollingMaturityAbstract,stringItemType,true
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateRollingMaturityAbstract,stringItemType,true
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAbstract,stringItemType,true
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasisRollingMaturityAbstract,stringItemType,true
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasisAbstract,stringItemType,true
DebtInstrumentTerm,durationItemType,false
DebtInstrumentRedemptionPricePercentageOfPrincipalAmountRedeemed,percentItemType,false
MaturitiesOfLongtermDebtAndCapitalLeaseObligationsAbstract,stringItemType,true
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,monetaryItemType,false
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,monetaryItemType,false
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,monetaryItemType,false
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,monetaryItemType,false
LongtermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearsFourAndFive,monetaryItemType,false
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,monetaryItemType,false
LineOfCreditFacilityDecreaseForgiveness1,monetaryItemType,false
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,monetaryItemType,false
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,monetaryItemType,false
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,monetaryItemType,false
DebtInstrumentPeriodicPaymentTermsBalloonPaymentToBePaid,monetaryItemType,false
DebtInstrumentIncreaseDecreaseNetAbstract,stringItemType,true
LineOfCreditFacilityIncreaseDecreaseNetAbstract,stringItemType,true
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateFairValueAbstract,stringItemType,true
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,monetaryItemType,false
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearsTwoAndThreeAbstract,stringItemType,true
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearsFourAndFiveAbstract,stringItemType,true
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearsTwoAndThree,monetaryItemType,false
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,monetaryItemType,false
SecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangement,monetaryItemType,false
SecuritiesLoanedNotSubjectToMasterNettingArrangementDeduction,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangement,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotSubjectToMasterNettingArrangementDeduction,monetaryItemType,false
SecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangementAbstract,stringItemType,true
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAmountOffsetAgainstCollateralAbstract,stringItemType,true
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAbstract,stringItemType,true
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangementAbstract,stringItemType,true
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,monetaryItemType,false
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,monetaryItemType,false
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,monetaryItemType,false
FederalHomeLoanBankAdvancesTextBlock,textBlockItemType,false
FederalHomeLoanBankAdvancesTableTextBlock,textBlockItemType,false
FederalHomeLoanBankAdvancesTable,stringItemType,true
FederalHomeLoanBankAdvancesOptionAxis,stringItemType,true
FederalHomeLoanBankAdvancesOptionDomain,domainItemType,true
FederalHomeLoanBankAdvancesCallableOptionMember,domainItemType,true
FederalHomeLoanBankAdvancesPutableOptionMember,domainItemType,true
FederalHomeLoanBankAdvancesLineItems,stringItemType,true
FederalHomeLoanBankAdvancesMaturityPeriodFixedRate,durationItemType,false
FederalHomeLoanBankAdvancesMaturityPeriodVariableRate,durationItemType,false
FederalHomeLoanBankAdvancesInterestRate,percentItemType,false
FederalHomeLoanBankAdvancesInterestRateOnAffordableHousingProgramSubsidizedLoans,percentItemType,false
FederalHomeLoanBankAdvancesParValue,monetaryItemType,false
FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerAmount,monetaryItemType,false
FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerPercent,percentItemType,false
FederalHomeLoanBankAdvancesMaturityRollingYearAbstract,stringItemType,true
FederalHomeLoanBankAdvancesMaturityRollingYearParValueAbstract,stringItemType,true
FederalHomeLoanBankAdvancesMaturitiesSummaryInNextRollingTwelveMonths,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryInRollingYearTwo,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryInRollingYearThree,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryInRollingYearFour,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryInRollingYearFive,monetaryItemType,false
FederalHomeLoanBankAdvancesMaturitiesSummaryAfterRollingYearFive,monetaryItemType,false
FederalHomeLoanBankAdvancesIndexAmortizing,monetaryItemType,false
FederalHomeLoanBankAdvancesCommitmentFees,monetaryItemType,false
FederalHomeLoanBankAdvancesDiscountOnAffordableHousingProgram,monetaryItemType,false
FederalHomeLoanBankAdvancesPremium,monetaryItemType,false
FederalHomeLoanBankAdvancesDiscount,monetaryItemType,false
FederalHomeLoanBankAdvancesValuationAdjustmentsForHedgingActivities,monetaryItemType,false
FederalHomeLoanBankAdvancesValuationAdjustmentsUnderFairValueOption,monetaryItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRateAbstract,stringItemType,true
WeightedAverageInterestRateOnOverdrawnDemandDeposit,percentItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRateRollingYearAbstract,stringItemType,true
FederalHomeLoanBankAdvancesWeightedAverageInterestRateMaturingInNextTwelveRollingMonths,percentItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRateMaturingInRollingYearTwo,percentItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRateMaturingInRollingYearFour,percentItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRateMaturingInRollingYearFive,percentItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRateMaturingAfterRollingYearFive,percentItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRate,percentItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateRollingYearParValueAbstract,stringItemType,true
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearTwo,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearThree,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearFour,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearFive,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateAfterRollingYearFive,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateRollingYearParValueAbstract,stringItemType,true
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearFour,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearFive,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateAfterRollingYearFive,monetaryItemType,false
FederalHomeLoanBankAdvancesByInterestRateTypeAbstract,stringItemType,true
FederalHomeLoanBankAdvancesFixedRateAbstract,stringItemType,true
FederalHomeLoanBankAdvancesFixedRateUnderOneYear,monetaryItemType,false
FederalHomeLoanBankAdvancesFixedRateAfterOneYear,monetaryItemType,false
FederalHomeLoanBankAdvancesFixedRate,monetaryItemType,false
FederalHomeLoanBankAdvancesFloatingRateAbstract,stringItemType,true
FederalHomeLoanBankAdvancesFloatingRateUnderOneYear,monetaryItemType,false
FederalHomeLoanBankAdvancesFloatingRateAfterOneYear,monetaryItemType,false
FederalHomeLoanBankAdvancesFloatingRate,monetaryItemType,false
FederalHomeLoanBankAdvancesAffordableHousingProgramPrincipalOutstanding,monetaryItemType,false
FederalHomeLoanBankAdvancesConvertibleOptionMember,domainItemType,true
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturitiesAbstract,stringItemType,true
FederalHomeLoanBankAdvancesWeightedAverageInterestRateMaturingInRollingYearThree,percentItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInNextRollingTwelveMonths,monetaryItemType,false
FederalHomeLoanBankAdvancesWeightedAverageInterestRateIndexAmortizing,percentItemType,false
FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerNumberOfBorrowers,integerItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearTwo,monetaryItemType,false
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearThree,monetaryItemType,false
FederalHomeLoanBankRiskBasedCapitalRequired,monetaryItemType,false
FederalHomeLoanBankRegulatoryCapitalRequired,monetaryItemType,false
FederalHomeLoanBankLeverageCapitalRequired,monetaryItemType,false
FederalHomeLoanBankRiskBasedCapitalActual,monetaryItemType,false
FederalHomeLoanBankRegulatoryCapitalRatioActual,percentItemType,false
FederalHomeLoanBankRegulatoryCapitalActual,monetaryItemType,false
FederalHomeLoanBankLeverageCapitalActual,monetaryItemType,false
SecuritiesLoanedNotOffsetPolicyElectionDeduction,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotOffsetPolicyElectionDeduction,monetaryItemType,false
SecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,monetaryItemType,false
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,monetaryItemType,false
SecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElectionAbstract,stringItemType,true
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElectionAbstract,stringItemType,true
FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInNextRollingTwelveMonths,monetaryItemType,false
DebtInstrumentPeriodicPaymentAbstract,stringItemType,true
MortgageLoansInProcessOfForeclosureAmount,monetaryItemType,false
LoansReceivableHeldForSaleNetNotPartOfDisposalGroup,monetaryItemType,false
TradeAndLoansReceivablesHeldForSaleNetNotPartOfDisposalGroup,monetaryItemType,false
LoanRestructuringModificationNameAxis,stringItemType,true
LoanRestructuringModificationNameDomain,domainItemType,true
InterestRateBelowMarketReductionMember,domainItemType,true
ContractualInterestRateReductionMember,domainItemType,true
LoanRestructuringModificationAxis,stringItemType,true
LoanRestructuringModificationDomain,domainItemType,true
LoanRestructuringTrialModificationsAmount,monetaryItemType,false
LoanToValueAxis,stringItemType,true
LoanToValueDomain,domainItemType,true
HomeEquityLoanMember,domainItemType,true
StudentLoanMember,domainItemType,true
RealEstateLoanMember,domainItemType,true
UnfundedLoanCommitmentMember,domainItemType,true
SecuritiesLoanedMember,domainItemType,true
TransferOfCertainFinancialAssetsAccountedForAsSecuredBorrowingsTableTextBlock,textBlockItemType,false
TransferOfCertainFinancialAssetsAccountedForAsSecuredBorrowingsTable,stringItemType,true
TransferOfCertainFinancialAssetsAccountedForAsSecuredBorrowingsLineItems,stringItemType,true
SecuredBorrowingsGrossIncludingNotSubjectToMasterNettingArrangementAbstract,stringItemType,true
SecuredBorrowingsGrossIncludingNotSubjectToMasterNettingArrangement,monetaryItemType,false
SecuredBorrowingsGrossIncludingNotSubjectToMasterNettingArrangementReconciliationAbstract,stringItemType,true
SecuritiesLoanedAndSecuritiesSoldUnderAgreementToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement,monetaryItemType,false
SecuredBorrowingsGrossDifferenceAmount,monetaryItemType,false
SecuritiesLoanedIncludingNotSubjectToMasterNettingArrangementAndAssetsOtherThanSecuritiesTransferred,monetaryItemType,false
RepurchaseAgreementsSecuritiesLendingTransactionsAndRepurchaseToMaturityTransactionsAccountedForAsSecuredBorrowingsDescriptionOfPotentialRisks,stringItemType,false
