concept,type,abstract
LoansAndLeasesReceivableNetOfDeferredIncomeAbstract,stringItemType,true
LoansAndLeasesReceivableGrossCarryingAmount,monetaryItemType,false
LoansInsurancePolicy,monetaryItemType,false
LoansAndLeasesReceivableDeferredIncome,monetaryItemType,false
LongTermLoansPayable,monetaryItemType,false
LoansManagedOrSecuritizedAbstract,stringItemType,true
LoansMember,domainItemType,true
LoansPayable,monetaryItemType,false
LoansPayableAbstract,stringItemType,true
LoansPayableToBankCurrent,monetaryItemType,false
LongTermLoansFromBank,monetaryItemType,false
LoansPayableCurrent,monetaryItemType,false
LoansPayableCurrentAbstract,stringItemType,true
LongTermLoansPayableAbstract,stringItemType,true
LoansPayableMember,domainItemType,true
LoansPayableToBank,monetaryItemType,false
LoansPledgedAsCollateral,monetaryItemType,false
OriginationOfLoansToEmployeeStockOwnershipPlans,monetaryItemType,false
InterestExpenseLongTermDebtAbstract,stringItemType,true
InterestExpenseLongTermDebtAndCapitalSecurities,monetaryItemType,false
InterestExpenseLongTermDebtAndCapitalSecuritiesAbstract,stringItemType,true
LongTermDebtContingentPaymentOfPrincipalOrInterest,stringItemType,false
LongTermDebtCurrent,monetaryItemType,false
LongTermDebtDescription,stringItemType,false
LongTermDebtMaturingInYearsFourAndFive,monetaryItemType,false
LongTermDebtMaturingInYearsTwoAndThree,monetaryItemType,false
LongTermDebtMaturitiesRepaymentTerms,stringItemType,false
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,monetaryItemType,false
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,monetaryItemType,false
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,monetaryItemType,false
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,monetaryItemType,false
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,monetaryItemType,false
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,monetaryItemType,false
LongTermDebtNoncurrent,monetaryItemType,false
LongTermDebtPercentageBearingFixedInterestRate,percentItemType,false
LongTermDebtPercentageBearingVariableInterestRate,percentItemType,false
LongTermContractForPurchaseOfElectricPowerAmountOfLongTermDebtOrLeaseObligationOutstanding,monetaryItemType,false
LongTermContractForPurchaseOfElectricPowerAnnualMinimumDebtServicePaymentRequired,monetaryItemType,false
LongTermDebt,monetaryItemType,false
LongTermDebtNoncurrentAbstract,stringItemType,true
LossOnReacquiredDebtMember,domainItemType,true
MaturitiesOfLongTermDebtAbstract,stringItemType,true
MaturitiesOfSeniorDebt,monetaryItemType,false
MaturitiesOfSubordinatedDebt,monetaryItemType,false
InterestExpenseMediumTermNotes,monetaryItemType,false
MovementInMortgageLoansOnRealEstateRollForward,stringItemType,true
MunicipalDebtSecuritiesAtCarryingValue,monetaryItemType,false
PaymentsForProceedsFromDepositOnLoan,monetaryItemType,false
ProceedsFromRepaymentsOfDebt,monetaryItemType,false
ProceedsFromRepaymentsOfDebtAbstract,stringItemType,true
ProceedsFromPaymentsForDepositsAppliedToDebtRetirements,monetaryItemType,false
IncreaseDecreaseInLoansHeldForSale,monetaryItemType,false
IncreaseDecreaseInLoansHeldForSaleAbstract,stringItemType,true
PaymentsForProceedsFromLoansAndLeases,monetaryItemType,false
PaymentsForProceedsFromLoansAndLeasesAbstract,stringItemType,true
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,monetaryItemType,false
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecuritiesAbstract,stringItemType,true
ProceedsFromRepaymentsOfOtherDebt,monetaryItemType,false
ProceedsFromRepaymentsOfOtherDebtAbstract,stringItemType,true
ProceedsFromRepaymentsOfOtherLongTermDebt,monetaryItemType,false
ProceedsFromRepaymentsOfRelatedPartyDebt,monetaryItemType,false
ProceedsFromRepaymentsOfSecuredDebt,monetaryItemType,false
IncreaseDecreaseInUndisbursedLoanFunds,monetaryItemType,false
GainLossOnSaleOfMortgageLoans,monetaryItemType,false
GainLossOnSalesOfConsumerLoans,monetaryItemType,false
GainLossOnSaleOfLoansAndLeases,monetaryItemType,false
GainLossOnSaleOfLoansAndLeasesAbstract,stringItemType,true
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollectionsAbstract,stringItemType,true
LoansAndLeasesReceivableAllowance,monetaryItemType,false
AllowanceForLoanAndLeaseLossesRealEstate,monetaryItemType,false
LoansAndLeasesReceivableNetReportedAmount,monetaryItemType,false
LoansAndLeasesReceivableNetReportedAmountAbstract,stringItemType,true
MortgageLoansOnRealEstateCommercialAndConsumerNet,monetaryItemType,false
MortgageLoansOnRealEstateCommercialAndConsumerNetInvestmentBasedOperationsPresentationAbstract,stringItemType,true
NondebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,monetaryItemType,false
LoanProcessingFee,monetaryItemType,false
OtherNoninterestExpense,monetaryItemType,false
GainLossOnSalesOfLoansNet,monetaryItemType,false
InterestAndDebtExpense,monetaryItemType,false
InterestAndDebtExpenseAbstract,stringItemType,true
LongTermAccountsNotesAndLoansReceivableNetNoncurrentAbstract,stringItemType,true
NoninterestExpenseCommissionExpense,monetaryItemType,false
NoninterestExpenseDirectorsFees,monetaryItemType,false
NoninterestExpenseInvestmentAdvisoryFees,monetaryItemType,false
NoninterestExpenseOfferingCost,monetaryItemType,false
NoninterestExpenseRelatedToPerformanceFees,monetaryItemType,false
NoninterestExpensePrintingAndFulfillment,monetaryItemType,false
NoninterestExpenseTransferAgentAndCustodianFees,monetaryItemType,false
NotesAndLoansPayable,monetaryItemType,false
NotesAndLoansPayableAbstract,stringItemType,true
LongTermNotesAndLoans,monetaryItemType,false
LongTermNotesAndLoansAbstract,stringItemType,true
NotesAndLoansPayableCurrent,monetaryItemType,false
NotesAndLoansPayableCurrentAbstract,stringItemType,true
NotesAndLoansReceivableGrossNoncurrent,monetaryItemType,false
NotesAndLoansReceivableNetNoncurrent,monetaryItemType,false
NotesAndLoansReceivableGrossCurrent,monetaryItemType,false
NumberOfInterestRateDerivativesHeld,integerItemType,false
OriginationOfLoanToPurchaseCommonStock,monetaryItemType,false
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,monetaryItemType,false
PaymentsForOriginationAndPurchasesOfLoansHeldForSaleAbstract,stringItemType,true
OtherBorrowings,monetaryItemType,false
PaymentsForProceedsFromOtherLoansAndLeases,monetaryItemType,false
OtherLoansPayable,monetaryItemType,false
OtherLoansPayableCurrent,monetaryItemType,false
OtherLoansPayableLongTerm,monetaryItemType,false
OtherShortTermBorrowings,monetaryItemType,false
ParticipatingMortgageLoanNameDomain,domainItemType,true
ParticipatingMortgageLoansAppreciationInMarketValue,stringItemType,false
ParticipatingMortgageLoansAxis,stringItemType,true
ParticipatingMortgageLoansUnamortizedDebtDiscountAmount,monetaryItemType,false
ParticipatingMortgageLoansExtinguishmentGainLoss,monetaryItemType,false
ParticipatingMortgageLoansLineItems,stringItemType,true
ParticipatingMortgageLoansMortgageObligationsAmount,monetaryItemType,false
ParticipatingMortgageLoansParticipationLiabilitiesAmount,monetaryItemType,false
ParticipatingMortgageLoansTable,stringItemType,true
RepaymentsOfFederalHomeLoanBankBorrowings,monetaryItemType,false
PaymentsForOriginationOfMortgageLoansHeldForSale,monetaryItemType,false
PercentageOfDebtHedgedByInterestRateDerivatives,percentItemType,false
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,monetaryItemType,false
DefinedBenefitPlanInterestCost,monetaryItemType,false
PlanOfReorganizationDescriptionOfDebtSecuritiesIssuedOrToBeIssued,stringItemType,false
PledgedAssetsSeparatelyReportedLoansPledgedAsCollateralAtFairValueAbstract,stringItemType,true
PledgedAssetsSeparatelyReportedLoansPledgedAsCollateralAtFairValue,monetaryItemType,false
PledgedAssetsSeparatelyReportedLoansPledgedForFederalHomeLoanBankAtFairValue,monetaryItemType,false
PledgedAssetsSeparatelyReportedLoansPledgedForOtherDebtObligationsAtFairValue,monetaryItemType,false
PledgedAssetsSeparatelyReportedLoansPledgedForRepurchaseAgreementsAtFairValue,monetaryItemType,false
PledgedAssetsSeparatelyReportedOtherDebtSecuritiesAvailableForSaleOrHeldForInvestment,monetaryItemType,false
PledgedAssetsSeparatelyReportedSecuritiesPledgedForFederalHomeLoanBankAtFairValue,monetaryItemType,false
PledgedAssetsSeparatelyReportedSecuritiesPledgedForOtherDebtObligationsAtFairValue,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedLoansReceivablePledgedAsCollateral,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedLoansReceivablePledgedAsCollateralAbstract,stringItemType,true
PledgedFinancialInstrumentsNotSeparatelyReportedLoansReceivablePledgedForFederalHomeLoanBankDebt,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedLoansReceivablePledgedForOtherArrangements,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedLoansReceivablePledgedForRepurchaseAgreements,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedOtherDebtSecuritiesAvailableForSaleOrHeldForInvestment,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedOtherDebtSecuritiesHeldToMaturity,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForFederalHomeLoanBank,monetaryItemType,false
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForOtherDebtFacilities,monetaryItemType,false
PolicyLoansMember,domainItemType,true
PolicyLoansReceivable,monetaryItemType,false
MortgageLoansOnRealEstateAmortizationOfPremium,monetaryItemType,false
MortgageLoansOnRealEstate,monetaryItemType,false
MortgageLoansOnRealEstateCostOfMortgagesSold,monetaryItemType,false
MortgageLoansOnRealEstateForeclosures,monetaryItemType,false
MortgageLoansOnRealEstateNewMortgageLoans,monetaryItemType,false
MortgageLoansOnRealEstateOtherAdditions,monetaryItemType,false
MortgageLoansOnRealEstatePeriodIncreaseDecrease,monetaryItemType,false
PrincipalAmountOutstandingOfLoansHeldInPortfolio,monetaryItemType,false
PrincipalAmountOutstandingOfLoansHeldInPortfolioAbstract,stringItemType,true
PrincipalAmountOutstandingOnLoansHeldForSaleOrSecuritization,monetaryItemType,false
PrincipalAmountOutstandingOnLoansManagedAndSecuritized,monetaryItemType,false
PrincipalAmountOutstandingOnLoansSecuritized,monetaryItemType,false
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,monetaryItemType,false
ProceedsFromBankDebt,monetaryItemType,false
ProceedsFromConstructionLoansPayable,monetaryItemType,false
ProceedsFromConvertibleDebt,monetaryItemType,false
ProceedsFromFederalHomeLoanBankBorrowings,monetaryItemType,false
ProceedsFromRepaymentOfLoansToPurchaseCommonStock,monetaryItemType,false
ProceedsFromIssuanceOfOtherLongTermDebt,monetaryItemType,false
ProceedsOfOtherLoansAndLeasesHeldForInvestment,monetaryItemType,false
ProceedsFromIssuanceOfLongTermDebt,monetaryItemType,false
ProceedsFromIssuanceOfLongTermDebtAbstract,stringItemType,true
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,monetaryItemType,false
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNetAbstract,stringItemType,true
ProceedsFromOtherDebt,monetaryItemType,false
ProceedsFromRelatedPartyDebt,monetaryItemType,false
ProceedsFromSaleOfLoansReceivable,monetaryItemType,false
ProceedsFromSaleOfLoansHeldForInvestment,monetaryItemType,false
ProceedsFromSaleOfLoansHeldForSale,monetaryItemType,false
ProceedsFromSaleOfLoansAndLeasesHeldForInvestment,monetaryItemType,false
ProceedsFromSaleOfLoansAndLeasesHeldForInvestmentAbstract,stringItemType,true
ProceedsFromSaleOfWhollyOwnedRealEstateAndRealEstateAcquiredInSettlementOfLoans,monetaryItemType,false
ProceedsFromIssuanceOfSecuredDebt,monetaryItemType,false
ProceedsFromIssuanceOfSecuredTaxExemptDebt,monetaryItemType,false
ProceedsFromSecuritizationsOfConsumerLoans,monetaryItemType,false
ProceedsFromSecuritizationsOfLoansHeldForInvestment,monetaryItemType,false
ProceedsFromSecuritizationsOfLoansHeldForInvestmentAbstract,stringItemType,true
ProceedsFromShortTermDebt,monetaryItemType,false
ProceedsFromShortTermDebtAbstract,stringItemType,true
ProceedsFromOtherShortTermDebt,monetaryItemType,false
ProceedsFromSubordinatedShortTermDebt,monetaryItemType,false
ProceedsFromIssuanceOfUnsecuredDebt,monetaryItemType,false
ProvisionForLoanLeaseAndOtherLosses,monetaryItemType,false
ProvisionForLoanLeaseAndOtherLossesAbstract,stringItemType,true
ProvisionForLoanAndLeaseLosses,monetaryItemType,false
ProvisionForLoanAndLeaseLossesAbstract,stringItemType,true
ProvisionForLoanLossesExpensed,monetaryItemType,false
InterestCostForPlantConstructionUsingIntermediaryPolicy,textBlockItemType,false
PaymentsToAcquireLoansHeldForInvestment,monetaryItemType,false
PaymentsToPurchaseLoansHeldForSale,monetaryItemType,false
PaymentsToPurchaseLoansHeldForSaleAbstract,stringItemType,true
PaymentsToAcquireLoansAndLeasesHeldForInvestment,monetaryItemType,false
PaymentsToAcquireLoansAndLeasesHeldForInvestmentAbstract,stringItemType,true
PaymentsToAcquireOtherLoansAndLeasesHeldForInvestment,monetaryItemType,false
PaymentsToAcquireLoansReceivable,monetaryItemType,false
PaymentsToPurchaseMortgageLoansHeldForSale,monetaryItemType,false
PaymentsToPurchaseOtherLoansHeldForSale,monetaryItemType,false
PaymentsToAcquireLoansAndLeasesHeldForInvestmentCreditCardSecuritizations,monetaryItemType,false
PurposeOfInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,stringItemType,false
RealEstateAcquiredInSatisfactionOfDebtMember,domainItemType,true
ReceiptOfAssetsInSatisfactionOfDebtMember,domainItemType,true
LoansNotesTradeAndOtherReceivablesDisclosureTextBlock,textBlockItemType,false
FinanceLoansAndLeasesReceivablePolicy,textBlockItemType,false
FinanceLoanAndLeaseReceivablesHeldForInvestmentPolicy,textBlockItemType,false
FinanceLoanAndLeaseReceivablesHeldForInvestmentAllowanceAndNonperformingLoansPolicy,textBlockItemType,false
FinanceLoanAndLeaseReceivablesHeldForInvestmentAllowanceAndNonperformingLoansNonperformingLoansPolicy,textBlockItemType,false
FinanceLoanAndLeaseReceivablesHeldForInvestmentsForeclosedAssetsPolicy,textBlockItemType,false
FinanceLoanAndLeaseReceivablesHeldForSalePolicy,textBlockItemType,false
ReceivableWithImputedInterestEffectiveYieldInterestRate,percentItemType,false
DeferredLossOnEarlyExtinguishmentOfDebtMember,domainItemType,true
RepaymentsOfAssumedDebt,monetaryItemType,false
RepaymentsOfBankDebt,monetaryItemType,false
RepaymentsOfConstructionLoansPayable,monetaryItemType,false
RepaymentsOfLongTermDebt,monetaryItemType,false
RepaymentsOfLongTermDebtAbstract,stringItemType,true
RepaymentsOfLongTermDebtAndCapitalSecurities,monetaryItemType,false
RepaymentsOfLongTermDebtAndCapitalSecuritiesAbstract,stringItemType,true
RepaymentsOfSubordinatedDebt,monetaryItemType,false
RepaymentsOfSubordinatedDebtAbstract,stringItemType,true
RepaymentsOfOtherDebt,monetaryItemType,false
RepaymentsOfOtherLongTermDebt,monetaryItemType,false
RepaymentsOfRelatedPartyDebt,monetaryItemType,false
RepaymentsOfSecuredDebt,monetaryItemType,false
RepaymentsOfSeniorDebt,monetaryItemType,false
RepaymentsOfSeniorDebtAbstract,stringItemType,true
RepaymentsOfShortTermDebt,monetaryItemType,false
RepaymentsOfShortTermDebtAbstract,stringItemType,true
RepaymentsOfOtherShortTermDebt,monetaryItemType,false
RepaymentsOfSubordinatedShortTermDebt,monetaryItemType,false
RepaymentsOfUnsecuredTaxExemptDebt,monetaryItemType,false
RepaymentsOfUnsecuredDebt,monetaryItemType,false
RepurchaseAgreementsInterestExpenseAmount,monetaryItemType,false
RepaymentsOfConvertibleDebt,monetaryItemType,false
RestrictionsOnDividendsLoansAndAdvancesTextBlock,textBlockItemType,false
ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCosts,monetaryItemType,false
SaleLeasebackTransactionImputedInterestRate,percentItemType,false
ScheduleOfExtinguishmentOfDebtTextBlock,textBlockItemType,false
ScheduleOfDebtConversionsTextBlock,textBlockItemType,false
ScheduleOfDebtInstrumentsTextBlock,textBlockItemType,false
ScheduleOfDebtorTroubledDebtRestructuringCurrentPeriodTextBlock,textBlockItemType,false
ScheduleOfDebtorTroubledDebtRestructuringSubsequentPeriodsTextBlock,textBlockItemType,false
ScheduleOfLineOfCreditFacilitiesTextBlock,textBlockItemType,false
ScheduleOfParticipatingMortgageLoansTextBlock,textBlockItemType,false
ScheduleOfShortTermDebtTextBlock,textBlockItemType,false
ScheduleOfSubordinatedBorrowingTextBlock,textBlockItemType,false
SecuredDebtCurrent,monetaryItemType,false
SecuredDebtMember,domainItemType,true
SecuredDebt,monetaryItemType,false
SecuredLongTermDebt,monetaryItemType,false
AvailableForSaleSecuritiesDebtSecuritiesCurrent,monetaryItemType,false
SecuritiesBorrowedAndLoanedPolicy,textBlockItemType,false
SecuritiesBorrowedTransactionsAndSecuritiesLoanedTransactionsTypesOfSecurities,stringItemType,false
FinancialInstrumentsSoldNotYetPurchasedOtherSovereignGovernmentDebt,monetaryItemType,false
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,percentItemType,false
ShortTermDebtTypeDomain,domainItemType,true
ShortTermDebtRefinancedAmount,monetaryItemType,false
ShortTermDebtRefinancedDescription,stringItemType,false
ShortTermDebtTerms,stringItemType,false
ShortTermDebtWeightedAverageInterestRate,percentItemType,false
ShortTermDebtTypeAxis,stringItemType,true
ShortTermDebtLineItems,stringItemType,true
ScheduleOfShortTermDebtTable,stringItemType,true
ShortTermDebtDescription,stringItemType,false
ShortTermDebtPercentageBearingFixedInterestRate,percentItemType,false
ShortTermDebtPercentageBearingVariableInterestRate,percentItemType,false
ShortTermDebtOtherDisclosuresAbstract,stringItemType,true
ShortTermBorrowings,monetaryItemType,false
ShortTermBorrowingsAbstract,stringItemType,true
ShortTermDebtLender,stringItemType,false
SubordinatedBorrowingsAbstract,stringItemType,true
SubordinatedBorrowingsDisclosureTextBlock,textBlockItemType,false
SubordinatedBorrowingNameDomain,domainItemType,true
SubordinatedBorrowingDueDate,dateItemType,false
SubordinatedBorrowingInterestRate,percentItemType,false
SubordinatedBorrowingAxis,stringItemType,true
SubordinatedBorrowingLineItems,stringItemType,true
SubordinatedBorrowingTable,stringItemType,true
SubordinatedBorrowingTermsAndConditions,stringItemType,false
SubordinatedDebtCurrent,monetaryItemType,false
SubordinatedLongTermDebt,monetaryItemType,false
SubordinatedDebtMember,domainItemType,true
SubordinatedDebt,monetaryItemType,false
SummaryOfTroubledDebtRestructuringNoteDebtorTextBlock,textBlockItemType,false
ContractTerminationClaimsAndLoansAbstract,stringItemType,true
TerminationLoans,monetaryItemType,false
TerminationLoansDescription,stringItemType,false
TimeDepositsWeightedAverageInterestRateMaturitiesGreaterThanFiveYears,percentItemType,false
TimeDepositsWeightedAverageInterestRateMaturitiesGreaterThanOneYear,percentItemType,false
TimeDepositsWeightedAverageInterestRateMaturitiesYearFive,percentItemType,false
TimeDepositsWeightedAverageInterestRateMaturitiesYearFour,percentItemType,false
TimeDepositsWeightedAverageInterestRateMaturitiesYearOne,percentItemType,false
TimeDepositsWeightedAverageInterestRateMaturitiesYearThree,percentItemType,false
TimeDepositsWeightedAverageInterestRateMaturitiesYearTwo,percentItemType,false
NoninterestExpense,monetaryItemType,false
NoninterestExpenseAbstract,stringItemType,true
TroubledDebtRestructuringDebtorCurrentPeriodDescriptionOfChangesInTerms,stringItemType,false
GainsLossesOnRestructuringOfDebt,monetaryItemType,false
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringNetOfTax,monetaryItemType,false
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringTaxEffect,monetaryItemType,false
TroubledDebtRestructuringDebtorCurrentPeriodAbstract,stringItemType,true
TroubledDebtRestructuringDebtorCurrentPeriodAxis,stringItemType,true
TroubledDebtRestructuringDebtorCurrentPeriodCreditorDomain,domainItemType,true
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringPerShareNet,perShareItemType,false
TroubledDebtRestructuringDebtorCurrentPeriodLineItems,stringItemType,true
TroubledDebtRestructuringDebtorCurrentPeriodTable,stringItemType,true
TroubledDebtRestructuringDebtorOther,stringItemType,false
TroubledDebtRestructuringDebtorSubsequentPeriodsContingentPaymentsAmount,monetaryItemType,false
TroubledDebtRestructuringDebtorSubsequentPeriodsContingentPaymentsConditions,stringItemType,false
TroubledDebtRestructuringDebtorSubsequentPeriodsContingentPaymentsNameDomain,domainItemType,true
TroubledDebtRestructuringDebtorSubsequentPeriodsAxis,stringItemType,true
TroubledDebtRestructuringDebtorSubsequentPeriodsLineItems,stringItemType,true
TroubledDebtRestructuringDebtorSubsequentPeriodsTable,stringItemType,true
TroubledDebtRestructuringNoteDebtorAbstract,stringItemType,true
TypesOfItemsHedgedByInterestRateDerivatives,stringItemType,false
USGovernmentDebtSecuritiesMember,domainItemType,true
UnamortizedLossReacquiredDebtNoncurrent,monetaryItemType,false
UnsecuredDebtCurrent,monetaryItemType,false
UnsecuredDebtMember,domainItemType,true
UnsecuredDebt,monetaryItemType,false
UnsecuredLongTermDebt,monetaryItemType,false
VeteransAdministrationLoanMember,domainItemType,true
WarehouseAgreementBorrowings,monetaryItemType,false
WarehouseAgreementBorrowingsMember,domainItemType,true
WeightedAverageInterestRateOfTimeDeposits100000OrMore,percentItemType,false
WeightedAverageInterestRateOfTimeDeposits100000OrMoreAbstract,stringItemType,true
WeightedAverageInterestRateOfTimeDeposits100000OrMoreAfter12Months,percentItemType,false
WeightedAverageInterestRateOfTimeDeposits100000OrMoreDescription,stringItemType,false
WeightedAverageInterestRateOfTimeDeposits100000OrMoreSixMonthsThrough12Months,percentItemType,false
WeightedAverageInterestRateOfTimeDeposits100000OrMoreThreeMonthsOrLess,percentItemType,false
WeightedAverageInterestRateOfTimeDeposits100000OrMoreThreeMonthsThroughSixMonths,percentItemType,false
WriteOffOfDeferredDebtIssuanceCost,monetaryItemType,false
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,monetaryItemType,false
ForeignGovernmentDebtMember,domainItemType,true
DomesticCorporateDebtSecuritiesMember,domainItemType,true
ForeignCorporateDebtSecuritiesMember,domainItemType,true
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnTransferOfAssetsNetOfTax,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCostAbstract,stringItemType,true
AvailableForSaleSecuritiesDebtMaturitiesFairValueAbstract,stringItemType,true
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,monetaryItemType,false
AvailableForSaleSecuritiesDebtSecurities,monetaryItemType,false
OtherDebtSecuritiesMember,domainItemType,true
HeldToMaturitySecuritiesDebtMaturitiesFairValueAbstract,stringItemType,true
LoansAndLeasesReceivablePrepaymentEstimateAssumptionsPolicy,textBlockItemType,false
InducedConversionOfConvertibleDebtExpense,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsFairValue,monetaryItemType,false
HeldToMaturitySecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,monetaryItemType,false
NotesAndLoansReceivableNetCurrentAbstract,stringItemType,true
NotesAndLoansReceivableNetCurrent,monetaryItemType,false
NotesAndLoansReceivableNetNoncurrentAbstract,stringItemType,true
AllowanceForNotesAndLoansReceivableNoncurrent,monetaryItemType,false
TradingSecuritiesDebt,monetaryItemType,false
LongTermAccountsNotesAndLoansReceivableNetNoncurrent,monetaryItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodConsumerAtAcquisitionAtFairValue,monetaryItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialAtAcquisitionAtFairValue,monetaryItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodConsumerCashFlowsExpectedToBeCollectedAtAcquisition,monetaryItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialCashFlowsExpectedToBeCollectedAtAcquisition,monetaryItemType,false
AccountsNotesAndLoansReceivableClassifiedAbstract,stringItemType,true
AccountsNotesAndLoansReceivableLineItems,stringItemType,true
LoansAndLeasesReceivableGrossCarryingAmountAbstract,stringItemType,true
DeterioratedLoansTransferredInDebtSecuritiesAccreditableYieldNetIncreaseDecreaseAbstract,stringItemType,true
ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCostsAbstract,stringItemType,true
PaymentsForLoans,monetaryItemType,false
AvailableForSaleSecuritiesDebtMaturitiesAbstract,stringItemType,true
HeldToMaturitySecuritiesDebtMaturitiesAbstract,stringItemType,true
DebtorInPossessionFinancingAmountArranged,monetaryItemType,false
DebtorInPossessionFinancingAmendmentsToArrangementIncreaseDecreaseInAmountArranged,monetaryItemType,false
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldPeriodIncreaseDecrease,monetaryItemType,false
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldPeriodIncreaseDecrease,monetaryItemType,false
LongTermDebtByCurrentAndNoncurrentAbstract,stringItemType,true
GrandfatheredESOPExpenseRecognitionActualInterestIncurredOnESOPDebt,monetaryItemType,false
LoansReceivableFairValueDisclosure,monetaryItemType,false
InvestmentInFederalHomeLoanBankStockFairValueDisclosure,monetaryItemType,false
SecuritiesLoanedOrSoldUnderAgreementsToRepurchaseFairValueDisclosure,monetaryItemType,false
FederalHomeLoanBankBorrowingsFairValueDisclosure,monetaryItemType,false
GrandfatheredESOPExpenseRecognitionDividendsUsedByESOPForDebtService,monetaryItemType,false
RealEstateInventoryCapitalizedInterestCosts,monetaryItemType,false
RealEstateInventoryCapitalizedInterestCostsRollForward,stringItemType,true
RealEstateInventoryCapitalizedInterestCostsIncurred,monetaryItemType,false
RealEstateInventoryCapitalizedInterestCostsPeriodIncreaseDecrease,monetaryItemType,false
FairValueConcentrationOfRiskLoansReceivable,monetaryItemType,false
FairValueConcentrationOfRiskInvestmentInFederalHomeLoanBankStock,monetaryItemType,false
FairValueLiabilitiesMeasuredOnRecurringBasisSubordinatedDebtObligations,monetaryItemType,false
